authIdHalFullName_fs	authIdHalFullName_fs	halId_s	docType_s	producedDateY_i	fileMain_s	doiId_s
Sébastien Oliveau,Isabelle Blöss-Widmer,Yoann Doignon,Clément De Belsunce	"c(""oliveau_FacetSep_Sébastien Oliveau"", ""isabelle-bloss-widmer_FacetSep_Isabelle Blöss-Widmer"", ""yoann-doignon_FacetSep_Yoann Doignon"", ""clement-de-belsunce_FacetSep_Clément De Belsunce"")"	halshs-03083923	ART	2020	https://shs.hal.science/halshs-03083923/document	10.4000/ema.13176
Émilie Biland,Sibylle Gollac,Hélène Oehmichen,Nicolas Rafin,Hélène Steinmetz	"c(""emilie-biland_FacetSep_Émilie Biland"", ""sibylle-gollac_FacetSep_Sibylle Gollac"", ""helene-oehmichen_FacetSep_Hélène Oehmichen"", ""_FacetSep_Nicolas Rafin"", ""helene-steinmetz_FacetSep_Hélène Steinmetz"")"	hal-03091126	ART	2020	https://hal.science/hal-03091126/document	10.3917/drs1.106.0547
Juste Raimbault,Pierre-Olivier Chasset,Clémentine Cottineau,Hadrien Commenges,Denise Pumain,Christine Kosmopoulos,Arnaud Banos	"c(""juste-raimbault_FacetSep_Juste Raimbault"", ""pierre-olivier-chasset_FacetSep_Pierre-Olivier Chasset"", ""clementine-cottineau_FacetSep_Clémentine Cottineau"", ""hadrien-commenges_FacetSep_Hadrien Commenges"", ""denise-pumain_FacetSep_Denise Pumain"", ""christine-kosmopoulos_FacetSep_Christine Kosmopoulos"", ""arnaud-banos_FacetSep_Arnaud Banos"")"	halshs-02274632	ART	2019	https://shs.hal.science/halshs-02274632/document	10.1177/2399808319870816
Samuel Deprez,Sophie Lestrade,Bernadette Merenne-Schoumaker,René-Paul Desse,Jean Soumagne	"c(""deprez-samuel_FacetSep_Samuel Deprez"", ""sophie-lestrade_FacetSep_Sophie Lestrade"", ""_FacetSep_Bernadette Merenne-Schoumaker"", ""_FacetSep_René-Paul Desse"", ""_FacetSep_Jean Soumagne"")"	hal-01471984	OTHER	2017	https://hal.science/hal-01471984/document	NA
Éric Daudé,Kevin Chapuis,Patrick Taillandier,Pierrick Tranouez,Clément Caron,Alexis Drogoul,Benoit Gaudou,Sebastien Rey-Coyrehourq,Arnaud Saval,Jean-Daniel Zucker	"c(""eric-daude_FacetSep_Éric Daudé"", ""_FacetSep_Kevin Chapuis"", ""patrick-taillandier_FacetSep_Patrick Taillandier"", ""pierrick-tranouez_FacetSep_Pierrick Tranouez"", ""_FacetSep_Clément Caron"", ""_FacetSep_Alexis Drogoul"", ""benoit-gaudou_FacetSep_Benoit Gaudou"", ""_FacetSep_Sebastien Rey-Coyrehourq"", ""_FacetSep_Arnaud Saval"", ""jean-daniel-zucker_FacetSep_Jean-Daniel Zucker"")"	hal-02130387	COMM	2019	https://hal.science/hal-02130387/document	NA
Arnaud Banos,Nathalie Corson,Éric Daudé,Benoit Gaudou,Sébastien Rey-Coyrehourcq	"c(""arnaud-banos_FacetSep_Arnaud Banos"", ""_FacetSep_Nathalie Corson"", ""eric-daude_FacetSep_Éric Daudé"", ""benoit-gaudou_FacetSep_Benoit Gaudou"", ""sebastien-rey-coyrehourcq_FacetSep_Sébastien Rey-Coyrehourcq"")"	hal-01829756	COUV	2017	https://hal.science/hal-01829756/document	10.1016/B978-1-78548-157-4.50003-0
Jennifer Bidet,Leila Drif,Anna Perraudin,Hélène Steinmetz,Dimitri Galitzine	"c(""jenniferbidet_FacetSep_Jennifer Bidet"", ""_FacetSep_Leila Drif"", ""anna-perraudin_FacetSep_Anna Perraudin"", ""helene-steinmetz_FacetSep_Hélène Steinmetz"", ""dimitri-galitzine_FacetSep_Dimitri Galitzine"")"	medihal-02281824	VIDEO	2019	https://media.hal.science/medihal-02281824/document	NA
Eduardo Gomes,Patricia Abrantes,Arnaud Banos,Jorge Rocha	"c(""_FacetSep_Eduardo Gomes"", ""_FacetSep_Patricia Abrantes"", ""arnaud-banos_FacetSep_Arnaud Banos"", ""_FacetSep_Jorge Rocha"")"	halshs-02096179	ART	2019	https://shs.hal.science/halshs-02096179/document	10.1016/j.landusepol.2019.03.027
Monika dos Santos,David Howard,Pieter Kruger,Arnaud Banos,Saul Kornik	"c(""_FacetSep_Monika dos Santos"", ""_FacetSep_David Howard"", ""_FacetSep_Pieter Kruger"", ""arnaud-banos_FacetSep_Arnaud Banos"", ""_FacetSep_Saul Kornik"")"	hal-01993273	ART	2019	https://hal.science/hal-01993273/document	10.3390/su11020496
Carole Adam,Patrick Taillandier,Julie Dugdale,Benoit Gaudou	"c(""carole-adam_FacetSep_Carole Adam"", ""patrick-taillandier_FacetSep_Patrick Taillandier"", ""julie-dugdale_FacetSep_Julie Dugdale"", ""benoit-gaudou_FacetSep_Benoit Gaudou"")"	halshs-02107058	ART	2017	https://shs.hal.science/halshs-02107058/document	10.4018/IJISCRAM.2017010103
Patrick Taillandier,Mathieu Bourgais,Alexis Drogoul,Laurent Vercouter	"c(""patrick-taillandier_FacetSep_Patrick Taillandier"", ""mathieu-bourgais_FacetSep_Mathieu Bourgais"", ""_FacetSep_Alexis Drogoul"", ""laurent-vercouter_FacetSep_Laurent Vercouter"")"	hal-01573385	COMM	2017	https://hal.science/hal-01573385/document	NA
Carole Nehme,Sophie Verheyden,Fadi-Henri Nader,Jocelyne Adjizian-Gérard,Dominique Genty,Kevin de Bont,Bénédicte Minster,Ghada Salem,David Verstraten,Philippe Clayes	"c(""carole-nehme_FacetSep_Carole Nehme"", ""verheyden-s_FacetSep_Sophie Verheyden"", ""_FacetSep_Fadi-Henri Nader"", ""_FacetSep_Jocelyne Adjizian-Gérard"", ""dominique-genty_FacetSep_Dominique Genty"", ""_FacetSep_Kevin de Bont"", ""_FacetSep_Bénédicte Minster"", ""_FacetSep_Ghada Salem"", ""_FacetSep_David Verstraten"", ""_FacetSep_Philippe Clayes"")"	hal-02373788	ART	2019	https://hal.science/hal-02373788/document	10.5038/1827-806X.48.1.2253
Mariane Thébert,Monica Coralli,Hélène Nessi,Patricia Sajous	"c(""mariane-thebert_FacetSep_Mariane Thébert"", ""_FacetSep_Monica Coralli"", ""_FacetSep_Hélène Nessi"", ""patricia-sajous_FacetSep_Patricia Sajous"")"	hal-01675649	ART	2016	https://hal.parisnanterre.fr/hal-01675649/document	10.3166/ges.18.59-88
Damien Philippon,Marc Choisy,Alexis Drogoul,Benoit Gaudou,Nicolas Marilleau,Patrick Taillandier,Chi Quang Truong	"c(""_FacetSep_Damien Philippon"", ""_FacetSep_Marc Choisy"", ""_FacetSep_Alexis Drogoul"", ""benoit-gaudou_FacetSep_Benoit Gaudou"", ""_FacetSep_Nicolas Marilleau"", ""patrick-taillandier_FacetSep_Patrick Taillandier"", ""_FacetSep_Chi Quang Truong"")"	hal-01690134	COMM	2016	https://hal.science/hal-01690134/document	10.1007/978-3-319-67477-3_6
Eric Delamotte,Philippe Jeanne,Odile Chenevez,Marlène Loicq,Alexandre Serres,Cédric Fluckiger,Ivana Ballarini-Santonocito,Marie-Laure Compant La Fontaine	"c(""_FacetSep_Eric Delamotte"", ""_FacetSep_Philippe Jeanne"", ""_FacetSep_Odile Chenevez"", ""marlene-loicq_FacetSep_Marlène Loicq"", ""alexandreserres_FacetSep_Alexandre Serres"", ""cedric-fluckiger_FacetSep_Cédric Fluckiger"", ""_FacetSep_Ivana Ballarini-Santonocito"", ""marie-laure-compantlafontaine_FacetSep_Marie-Laure Compant La Fontaine"")"	sic_01552080	REPORT	2017	https://archivesic.ccsd.cnrs.fr/sic_01552080/document	NA
Claude Grasland,Robin Lamarche-Perrin,Marion Le Texier,Hugues Pecout,Sophie de Ruffray,Angelika Studeny,Jean-Marc Vincent	"c(""claude-grasland_FacetSep_Claude Grasland"", ""_FacetSep_Robin Lamarche-Perrin"", ""marion-le-texier_FacetSep_Marion Le Texier"", ""hpecout_FacetSep_Hugues Pecout"", ""sophie-de-ruffray_FacetSep_Sophie de Ruffray"", ""_FacetSep_Angelika Studeny"", ""jean-marc-vincent_FacetSep_Jean-Marc Vincent"")"	hal-01353612	COMM	2016	https://hal.science/hal-01353612/document	NA
Éric Daudé,Kevin Chapuis,Patrick Taillandier,Pierrick Tranouez,Clément Caron,Alexis Drogoul,Benoit Gaudou,Sébastien Rey-Coyrehourcq,Arnaud Saval,Jean-Daniel Zucker	"c(""eric-daude_FacetSep_Éric Daudé"", ""_FacetSep_Kevin Chapuis"", ""patrick-taillandier_FacetSep_Patrick Taillandier"", ""pierrick-tranouez_FacetSep_Pierrick Tranouez"", ""_FacetSep_Clément Caron"", ""_FacetSep_Alexis Drogoul"", ""benoit-gaudou_FacetSep_Benoit Gaudou"", ""sebastien-rey-coyrehourcq_FacetSep_Sébastien Rey-Coyrehourcq"", ""_FacetSep_Arnaud Saval"", ""jean-daniel-zucker_FacetSep_Jean-Daniel Zucker"")"	halshs-02144058	COMM	2019	https://shs.hal.science/halshs-02144058/document	NA
Benoit Gaudou,Christophe Lang,Marilleau Nicolas,Guilhelm Savin,Sébastien Rey-Coyrehourcq,Jean-Marc Nicod	"c(""benoit-gaudou_FacetSep_Benoit Gaudou"", ""_FacetSep_Christophe Lang"", ""_FacetSep_Marilleau Nicolas"", ""_FacetSep_Guilhelm Savin"", ""sebastien-rey-coyrehourcq_FacetSep_Sébastien Rey-Coyrehourcq"",""_FacetSep_Jean-Marc Nicod"")"	hal-01829789	COUV	2017	https://hal.science/hal-01829789/document	10.1016/C2015-0-01197-2
Daniel Joly,Madeleine Griselin,Christelle Marlin,Jean-Michel Friedt,Eric Bernard,Florian Tolle,Samuel Etienne,Jim Hansom,Donald Forbes,Denis Mercier,Martha Raynold,Geir Arnesen,Lennart Nilsen,Armelle Decaulne,Yvette Vaguet,Jacques Mra Guillaume,Eric Navet,Karen Hoffmann-Schickel	"c(""_FacetSep_Daniel Joly"", ""_FacetSep_Madeleine Griselin"", ""_FacetSep_Christelle Marlin"", ""_FacetSep_Jean-Michel Friedt"", ""_FacetSep_Eric Bernard"", ""_FacetSep_Florian Tolle"", ""samuel-etienne_FacetSep_Samuel Etienne"", ""_FacetSep_Jim Hansom"", ""_FacetSep_Donald Forbes"", ""dmercier_FacetSep_Denis Mercier"", ""_FacetSep_Martha Raynold"", ""_FacetSep_Geir Arnesen"", ""_FacetSep_Lennart Nilsen"", ""armelle-decaulne_FacetSep_Armelle Decaulne"", ""yvette-vaguet_FacetSep_Yvette Vaguet"", ""_FacetSep_Jacques Mra Guillaume"",""_FacetSep_Eric Navet"", ""_FacetSep_Karen Hoffmann-Schickel"")"	hal-01425238	OUV	2016	https://hal.science/hal-01425238/document	NA
Patrick Taillandier,Mathieu Bourgais,Philippe Caillou,Carole Adam,Benoit Gaudou	"c(""patrick-taillandier_FacetSep_Patrick Taillandier"", ""mathieu-bourgais_FacetSep_Mathieu Bourgais"", ""pcaillou_FacetSep_Philippe Caillou"", ""carole-adam_FacetSep_Carole Adam"", ""benoit-gaudou_FacetSep_Benoit Gaudou"")"	hal-01391002	COMM	2016	https://inria.hal.science/hal-01391002/document	10.3233/978-1-61499-254-7-395
Julie Couronné,Julie Bene,Agathe Dirani,Camille Dupuy,Sandra Gaviria,Dominique Glaymann,Christine Guégnard,Maria Eugenia Longo,David Mélo,Marjolaine Noël,François Sarfati,Loïc Szerdahelyi,Julie Simha,Angelica Trindade-Chadeau	"c(""_FacetSep_Julie Couronné"", ""_FacetSep_Julie Bene"", ""agathe-dirani_FacetSep_Agathe Dirani"", ""camille-dupuy_FacetSep_Camille Dupuy"", ""_FacetSep_Sandra Gaviria"", ""dominique-glaymann_FacetSep_Dominique Glaymann"", ""christine-guegnard_FacetSep_Christine Guégnard"", ""_FacetSep_Maria Eugenia Longo"", ""_FacetSep_David Mélo"", ""_FacetSep_Marjolaine Noël"", ""francois-sarfati_FacetSep_François Sarfati"", ""loic-szerdahelyi_FacetSep_Loïc Szerdahelyi"", ""_FacetSep_Julie Simha"", ""_FacetSep_Angelica Trindade-Chadeau"")"	halshs-02451365	REPORT	2019	https://shs.hal.science/halshs-02451365/document	NA
Aurélie Fillod-Chabaud,Céline Bessière,Émilie Biland,Benoît Coquard,Sibylle Gollac,Wilfried Lignier,Muriel Mille,Julie Minoc,Samuel Neuberg,Sabrina Nouiri-Mangold,Hélène Steinmetz	"c(""aurelie-fillod-chabaud_FacetSep_Aurélie Fillod-Chabaud"", ""_FacetSep_Céline Bessière"", ""emilie-biland_FacetSep_Émilie Biland"", ""benoit-coquard_FacetSep_Benoît Coquard"", ""sibylle-gollac_FacetSep_Sibylle Gollac"", ""wilfriedlignier_FacetSep_Wilfried Lignier"", ""muriel-mille_FacetSep_Muriel Mille"", ""julie-minoc_FacetSep_Julie Minoc"", ""_FacetSep_Samuel Neuberg"", ""sabrina-nouiri-mangold_FacetSep_Sabrina Nouiri-Mangold"", ""helene-steinmetz_FacetSep_Hélène Steinmetz"")"	hal-01526615	ART	2016	https://amu.hal.science/hal-01526615/document	NA
